taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	NCBI Phylum	NCBI Class	NCBI Order	NCBI Family	NCBI Genus	NCBI Species	GTDB Domain	GTDB Phylum	GTDB Class	GTDB Order	GTDB Family	GTDB Genus	GTDB Species	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Public Release Date	NCBI Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Award DOI	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	GenBank Anomalous Assembly	Genbank Anomalous Reason	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Relevance	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	Genome MetaBAT Bin Count  * assembled	Genome EukCC Bin Count  * assembled	CRISPR Count  * assembled	GC Count  * assembled	GC  * assembled	Coding Base Count  * assembled	Coding Base Count %  * assembled	CDS Count  * assembled	CDS %  * assembled	RNA Count  * assembled	RNA % * assembled	rRNA Count  * assembled	5S rRNA Count  * assembled	16S rRNA Count  * assembled	18S rRNA Count  * assembled	23S rRNA Count  * assembled	28S rRNA Count  * assembled	tRNA Count  * assembled	Other RNA Count  * assembled	Unchar Count	Unchar %	w/ Func Pred Count  * assembled	w/ Func Pred %  * assembled	w/o function prediction * assembled	w/o function prediction % * assembled	Paralogs Count	Paralogs %	COG Count  * assembled	COG %  * assembled	KOG Count	KOG %	Pfam Count  * assembled	Pfam %  * assembled	TIGRfam Count  * assembled	TIGRfam %  * assembled	Enzyme Count  * assembled	Enzyme %  * assembled	KEGG Count  * assembled	KEGG %  * assembled	Not KEGG Count  * assembled	Not KEGG %  * assembled	KO Count  * assembled	KO %  * assembled	Not KO Count  * assembled	Not KO %  * assembled	MetaCyc Count  * assembled	MetaCyc %  * assembled	Not MetaCyc Count  * assembled	Not MetaCyc %  * assembled	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Horizontally Transferred Count	Horizontally Transferred %	Paralog Group Count	COG Cluster Count  * assembled	KOG Cluster Count	Pfam Cluster Count  * assembled	TIGRfam Cluster Count  * assembled	SMC Biosynthetic Gene Cluster Count * assembled	Predicted Viruses	Predicted Plasmids	Estimated Number of Genomes * assembled	Estimated Average Genome Size * assembled	Estimated number of genomes - Marker genes average * assembled	Estimated number of genomes - Marker genes median * assembled	Estimated number of genomes - Marker genes mode * assembled	Standard deviation of marker gene counts * assembled	CheckM2 Completeness	CheckM2 Contamination	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	ITS Proposal Name	SRA ID	SRA Run	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads  * assembled	Number of Mapped Reads  * assembled	% Assembled Reads  * assembled	Total Filtered Bases  * assembled	Total Mapped Bases  * assembled	Average Coverage of Assembled Sequences  * assembled
2645727536	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina siciliae HI350	University of Illinois, Urbana-Champaign	2645727536	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae	182	clique		75738	Ga0072474	Genome Analysis (Isolate)	Gp0074659	Gs0106969	2016-01-05	Newbler v. 2.3 and CLC v. 3.3 and Geneiousv. 4.5			Yes	No	Yes	1434119	2016-01-05	HI350	Primary											No			No		GCA_000970125.1	PRJNA230952	SAMN03074588	CP009507		454 GS FLX Titanium, Illumina, ABI 3730	Level 6: Finished	Complete	Whole Genome Sequencing									Isolate	Yes								Environmental			Unknown																																								4941115	4244	1			7	2127844	43.06	3779407	76.49	4163	98.09	81	1.91	9	3	3		3		57	15			2851	67.18	1312	30.91	1340	31.57	2495	58.79	581	13.69	3025	71.28	1073	25.28	936	22.05	995	23.44	3168	74.65	1863	43.9	2300	54.19	815	19.2	3348	78.89	230	5.42	1060	24.98	59	1.39		1369	417	1659	765										99.99	1.1	0														
2860335264	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes	Methanococcus maripaludis C14	DOE Joint Genome Institute  (JGI)	2860335264	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	3745	clique	IMG Annotation Pipeline v.5.0.12	228663	Ga0416750	Genome Analysis (Isolate)	Gp0457700	Gs0129091	2020-03-19	spades v. 3.13.0			Yes	No	Yes	39152	2020-03-28	C14	Primary				rossello-mora@uib.es; mrazek@uga.edu; whitman@uga.edu	Ramon Rossell? Mora; Jan Mrazek; William Whitman	whitman@uga.edu	William Whitman	10.46936/10.25585/60001079	CSP	2017	No			No		GCA_013761205.1	PRJNA632158	SAMN14908268	JACDUP000000000		Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Whole Genome Sequencing									Isolate	Yes															.02		USA: Georgia, Sapelo Island		Sapelo Island, Georgia. Teal's Boardwalk	USA	31.39813394			-81.28129677																											1787227	1945	5			1	585781	32.78	1591592	89.08	1902	97.79	42	2.16	3	1	1		1		37	2	1	.05	1448	74.45	454	23.34	349	17.94	1607	82.62			1546	79.49	646	33.21	619	31.83	660	33.93	1242	63.86	1138	58.51	764	39.28	562	28.89	1340	68.89	60	3.08	397	20.41	26	1.34		1209		1283	574										99.88	.39	0	1257718	1257743	502937	Core and pangenomes of soil and plant-associated prokaryotes	SRX8893881		Unrestricted							
3001940787	Archaea	Finished	Microbial community from the Prony Hydrothermal Field and related strains: Genome sequencing and assembly	Methanobacterium alkalithermotolerans MethCAN	Mediterranean Institute of Oceanography (MIO)	3001940787	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium alkalithermotolerans	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	UBA588	UBA588 sp002509085	8529	clique	IMG Annotation Pipeline v.5.1.13	292944	Ga0579024	Genome Analysis (Isolate)	Gp0682442	Gs0155594	2023-02-01	Unicycler v. JUNE-2020			Yes	No	Yes	2731220	2023-02-01	MethCAN	Primary											Yes		36260502	No		GCA_018141185.1	PRJNA626556	SAMN14689430	CP058560		Illumina HiSeq, Oxford Nanopore GridION	Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Warm (34-42C)	Thermal springs	Unclassified				Isolate	Yes					Nonmotile	Anaerobe	Alkaliphile	Environmental		Mesophile	Yes						New Caledonia: La Crouen spring, Canala		alkaline thermal spring	New Caledonia	-21.535167			165.889056			7.3-9.7		Halotolerant																						2187077	2235	1			1	795050	36	1910416	87.35	2186	97.81	49	2.19	7	3	2	0	2	0	40	2	0	0	1804	80.72	382	17.09	427	19.11	1847	82.64			1791	80.13	688	30.78	687	30.74	711	31.81	1475	66	1213	54.27			618	27.65	1568	70.16	31	1.39	514	23	109	4.88		1271		1381	576										99.96	.03	0														
2860327289	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes	Methanococcus maripaludis C9	DOE Joint Genome Institute  (JGI)	2860327289	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	3745	clique	IMG Annotation Pipeline v.5.0.12	228659	Ga0416746	Genome Analysis (Isolate)	Gp0457696	Gs0129091	2020-03-19	spades v. 3.13.0			Yes	No	Yes	39152	2020-03-28	C9	Primary				rossello-mora@uib.es; whitman@uga.edu; mrazek@uga.edu	Ramon Rossell? Mora; William Whitman; Jan Mrazek	whitman@uga.edu	William Whitman	10.46936/10.25585/60001079	CSP	2017	No			No		GCA_013761085.1	PRJNA632154	SAMN14908290	JACDUM000000000		Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Whole Genome Sequencing									Isolate	Yes															.06		USA: Georgia, Sapelo Island		Sapelo Island, Georgia	USA	31.39758739			-81.27546202																											1820669	1981	9				597719	32.83	1625304	89.28	1937	97.78	43	2.17	3	2			1		38	2	1	.05	1458	73.6	479	24.18	375	18.93	1611	81.32			1554	78.45	644	32.51	609	30.74	656	33.11	1281	64.66	1127	56.89	810	40.89	555	28.02	1382	69.76	75	3.79	431	21.76	24	1.21		1213		1273	564										99.96	.5	0	1257710	1257739	502937	Core and pangenomes of soil and plant-associated prokaryotes	SRX8892983		Unrestricted							
8065524328	Archaea	Permanent Draft	Genome Sequences of Choline-utilising Methanogenic Archaea, Methanococcoides spp. Isolated from Marine Sediments	Methanococcoides sp. NM1	Cardiff University	8065524328	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides sp. NM1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides vulcani	43247	singleton	IMG Annotation Pipeline v.5.1.17	320596	Ga0441988	Genome Analysis (Isolate)	Gp0494681	Gs0147855	2023-11-07				Yes	No	Yes	1201013	2023-11-07	NM1	Primary											No			No		GCA_900774285.1	PRJEB31721	SAMEA5522910	CAAGTW00000000				Complete	Whole Genome Sequencing									Isolate	Yes																																																			2341365	2458	45			0	1011094	43.18	2049938	87.55	2385	97.03	61	2.48	7	5	1	0	1	0	51	3	12	.49	1846	75.1	539	21.93	455	18.51	1866	75.92			1833	74.57	733	29.82	719	29.25	736	29.94	1649	67.09	1260	51.26			639	26	1746	71.03	99	4.03	550	22.38	45	1.83		1260		1415	603										99.81	.8	0														
2757320366	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Methanothermobacter defluvii DSM 7466	DOE Joint Genome Institute  (JGI)	2757320366	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter defluvii	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter thermautotrophicus	10987	clique-group	IMG Annotation Pipeline v.4.15.2	159046	Ga0215653	Genome Analysis (Isolate)	Gp0251896	Gs0131304	2017-11-13	spades v. 3.10.1			Yes	No	Yes	49339	2017-11-22	DSM 7466	Primary				hans-peter.klenk@ncl.ac.uk; markus.goeker@dsmz.de	Hans-Peter Klenk; Markus Goker	markus.goeker@dsmz.de	Markus Goker	10.46936/10.25585/60001087	CSP	2017	No			No		GCA_003385755.1	PRJNA439993	SAMN08769621	QREL00000000		Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Engineered	Wastewater	Unclassified	Unclassified	Unclassified				Isolate	Yes			Gram+			Anaerobe				Thermophile	Yes						Russia	Sludge, Wastewater	sludge, metacrilic wastes digester	Russia												60 C																			1709557	1813	5			2	846102	49.5	1548323	90.58	1767	97.46	46	2.54	6	4	1		1		37	3			1377	75.95	390	21.51	266	14.67	1340	73.91	358	19.75	1496	82.52	615	33.92	615	33.92	648	35.74	1119	61.72	1089	60.07	678	37.4	565	31.16	1202	66.3	59	3.25	383	21.13	4	.22		1060	313	1244	588										99.99	.13	1156568	1156402	1156568	502982	"The One Thousand Microbial Genomes Phase 4 Project (KMG-4) -- sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	SRX4011372		Unrestricted							
8075065838	Archaea	Finished	Methanothermobacter species Genome sequencing	Methanothermobacter thermautotrophicus Z-245	University of Tuebingen	8075065838	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter thermautotrophicus	10987	clique-group		325286	Ga0609338	Genome Analysis (Isolate)	Gp0744841	Gs0161976	2023-12-11	Canu v. 1.7			Yes	No	Yes	145262	2023-12-11	Z-245	Primary											No			No		GCA_027555045.1	PRJNA674001	SAMN16605913	CP064336, CP064337		PacBio Sequel	Level 6: Finished	Complete	Whole Genome Sequencing									Isolate	Yes											Yes																																								1769813	1889	2			3	874569	49.42	1594000	90.07	1840	97.41	48	2.54	7	3	2	0	2	0	39	2	1	.05	1520	80.47	320	16.94	275	14.56	1561	82.64			1521	80.52	622	32.93	634	33.56	661	34.99	1179	62.41	1115	59.03			579	30.65	1261	66.75	51	2.7	413	21.86	4	.21		1177		1263	557										99.93	.01	0														
2657245173	Archaea	Permanent Draft	Sludge microbial communities from wastewater anaerobic digester in Oakland, CA, USA - phosphite and CO2 enriched	Methanococcoides sp. EBM-47	QB3 Vincent J. Coates Genomics Sequencing Laboratory	2657245173	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	unclassified	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans sp001896725			IMG Annotation Pipeline v.4.10.0	81404	Ga0115071	Metagenome-Assembled Genome	Gp0124740	Gs0117790	2016-03-23	Megahit v 1.0.2	released per submitter's request		No	No	Yes	2225	2016-11-14	EBM-47	Primary						jdcoates@berkeley.edu	John Coates				No																							No												Metagenomic																																							2115661	2072	37			2	896231	42.36	1855865	87.72	2025	97.73	47	2.27							44				1528	73.75	497	23.99	315	15.2	1437	69.35	423	20.42	1640	79.15	703	33.93	651	31.42	685	33.06	1340	64.67	1155	55.74	870	41.99	581	28.04	1444	69.69	52	2.51	420	20.27	63	3.04		1088	339	1363	639										99.98	.18	0														
2681813130	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.M.2.7	University of Illinois, Urbana-Champaign	2681813130	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.11.4	90298	Ga0109770	Genome Analysis (Isolate)	Gp0130453	Gs0118159	2016-06-30	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-06-30	3.H.M.2.7	Primary											No			No		GCA_000979095.1	PRJNA242781	SAMN02708964	JJPX00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																3994050	3477	186			6	1665030	41.69	3032869	75.94	3410	98.07	67	1.93	4	2	1		1		55	8			2386	68.62	1024	29.45	1009	29.02	2134	61.37	521	14.98	2548	73.28	922	26.52	852	24.5	883	25.4	2527	72.68	1616	46.48	1794	51.6	750	21.57	2660	76.5	146	4.2	864	24.85				1321	392	1598	716										99.92	1.66	0					SRX513751									
2667527687	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.1	University of Illinois, Urbana-Champaign	2667527687	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.10.5	86522	Ga0109791	Genome Analysis (Isolate)	Gp0130423	Gs0118159	2016-05-07	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-05-07	1.H.M.2.1	Primary											No			No		GCA_000979265.1	PRJNA242781	SAMN02708980	JJQU00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4180081	3697	252			8	1739884	41.63	3183037	76.17	3621	97.94	76	2.06	6	4	1		1		60	10			2514	68	1107	29.94	1138	30.78	2227	60.24	537	14.53	2678	72.44	959	25.94	872	23.59	913	24.7	2708	73.25	1666	45.06	1955	52.88	769	20.8	2852	77.14	151	4.08	895	24.21	1	.03		1325	393	1624	730										100	2.47	0					SRX513711									
646311943	Archaea	Finished	Methanobrevibacter ruminantium M1	Methanobrevibacter ruminantium M1	AgResearch Limited	646311943	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	40688	singleton	IMG/W 3.1		Ga0029347	Genome Analysis (Isolate)	Gp0002311	Gs0017648	2010-02-26	Staden Package, Phred-Phrap, Paracel Genome Assembler, Repeatmasker			Yes	No	Yes	634498	2010-04-01	M1	Primary		NCKyrpides@lbl.gov	Nikos Kyrpides	nckyrpides@lbl.gov	Nikos Kyrpides	nckyrpides@lbl.gov	Nikos Kyrpides				Yes		20126622	No		GCA_000024185.1	PRJNA34681	SAMN02603710	CP001719		454, Sanger	Level 6: Finished	Complete	Whole Genome Sequencing	Host-associated	Mammals	Stomach	Digestive system	Rumen	Free living	Chains, Pairs	Rod-shaped	Isolate	Yes	None	Lithotroph	Gram-	Methanogen	Nonmotile	Anaerobe		Bioenergy, Biotechnological		Mesophile	Yes							Host	Bovine rumen													37 C					Bos taurus		Gastrointestinal tract	Rumen											2937203	2283	1			6	958732	32.64	2307839	78.57	2217	97.11	66	2.89	8	4	2		2		58	0			1491	65.31	726	31.8	273	11.96	1285	56.29	403	17.65	1658	72.62	650	28.47	639	27.99	665	29.13	1552	67.98	1137	49.8	1080	47.31	568	24.88	1649	72.23	91	3.99	542	23.74	427	18.7	120	1000	323	1270	591		1								99.98	.35															
8096049595	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG14569		8096049595	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	336013	Ga0640234	Metagenome-Assembled Genome	Gp0580223	Gs0154273	2024-03-22				No	No	Yes	253161	2024-03-22	RUG14569	Primary											No			No		GCA_902800455.1			CADCEP000000000															No												Metagenomic																																							2580180	2453	92			5	814398	31.57	2309307	89.51	2411	98.29	37	1.51	1	0	0	0	1	0	34	2	5	.2	1762	71.83	649	26.46	506	20.63	1746	71.18			1680	68.49	661	26.95	598	24.38	624	25.44	1787	72.85	1068	43.54			535	21.81	1876	76.48	123	5.01	586	23.89	29	1.18		1179		1252	519												0														
8082982138	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG11987		8082982138	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	330650	Ga0640181	Metagenome-Assembled Genome	Gp0580107	Gs0154273	2024-02-15				No	No	Yes	253161	2024-02-15	RUG11987	Primary											No			No		GCA_902774605.1			CACYJE000000000															No												Metagenomic																																							2138290	2215	108			2	833721	38.99	1929908	90.26	2170	97.97	39	1.76	2	1	1	0	0	0	35	2	6	.27	1641	74.09	529	23.88	382	17.25	1627	73.45			1558	70.34	608	27.45	591	26.68	630	28.44	1540	69.53	1025	46.28			533	24.06	1637	73.91	107	4.83	517	23.34	49	2.21		1147		1226	519												0														
2887782944	Archaea	Permanent Draft	Draft genome of Methanofollis tationis DSM 2702	Methanofollis tationis DSM 2702	National Chung Hsing University	2887782944	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis tationis	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	Methanofollis tationis	23416	singleton	IMG Annotation Pipeline v.5.0.19	238615	Ga0451551	Genome Analysis (Isolate)	Gp0502139	Gs0149341	2020-09-08				Yes		Yes	81417	2020-09-08	DSM 2702	Primary		benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen				No			No		GCA_013377755.1	PRJNA641016	SAMN15339967	JABXWR00000000		PacBio Sequel II	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	Unclassified	Thermal springs	Unclassified				Isolate	Yes			Gram-			Anaerobe				Mesophile	Yes						Northern Chile, Atacama desert, Mount Tatio	Mud	mud from hot solfataric pool	Chile												37 C																			2248716	2412	2			2	1374864	61.14	1997881	88.85	2352	97.51	59	2.45	6	2	2		2		50	3	1	.04	1898	78.69	454	18.82	488	20.23	1905	78.98			1856	76.95	694	28.77	640	26.53	663	27.49	1689	70.02	1234	51.16	1118	46.35	561	23.26	1791	74.25	82	3.4	462	19.15	38	1.58		1234		1351	575										99.2	.16	0														
2582581250	Archaea	Permanent Draft	Genomic basis of thermal adaption and carbon metabolism in permafrost isolates	Methanobacterium sp. SMA-27	DOE Joint Genome Institute  (JGI)	2582581250	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. SMA-27	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp000744455	15381	singleton		44783	Ga0003296	Genome Analysis (Isolate)	Gp0033152	Gs0015048	2014-07-26	HGAP v. 2.2.0.p1		DOE	Yes	No	Yes	1495336	2014-08-09	SMA-27	Primary				cub21@psu.edu; lyle.whyte@mcgill.ca; rec3141@mcmaster.ca; haggblom@aesop.rutgers.edu; dirk.wagner@gfz-potsdam.de	Corien Bakermans; Lyle Whyte; Eric Collins; Max Haggblom; Dirk Wagner	cub21@psu.edu	Corien Bakermans	10.46936/10.25585/60007553	CSP	2012	No			No		GCA_000744455.1	PRJNA243944	SAMN02745846	JQLY00000000		PacBio RS II	Level 3: Improved-High-Quality Draft	Complete	Whole Genome Sequencing									Isolate	Yes			Gram-								Unknown																																								2490725	2621	1			1	811261	32.57	2056584	82.57	2572	98.13	49	1.87	4	2	1		1		43	2			1796	68.52	776	29.61	563	21.48	1597	60.93	429	16.37	1955	74.59	728	27.78	688	26.25	726	27.7	1846	70.43	1238	47.23	1334	50.9	625	23.85	1947	74.28	41	1.56	630	24.04	121	4.62	218	1101	343	1348	620										99.34	.09	1015706	1015707	1015706	1143	Genomic basis of thermal adaption and carbon metabolism in permafrost isolates	SRX2041923, SRX2041922		Unrestricted							
2918187917	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes	Methanococcus voltae PS	DOE Joint Genome Institute  (JGI)	2918187917	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae	4974	clique	IMG Annotation Pipeline v.5.0.22	248023	Ga0416752	Genome Analysis (Isolate)	Gp0457702	Gs0129091	2021-02-07	spades v. 3.14.1	released based on JGI ITS		Yes		Yes	523842	2021-02-20	PS	Primary				rossello-mora@uib.es; whitman@uga.edu; mrazek@uga.edu	Ramon Rossell? Mora; William Whitman; Jan Mrazek	whitman@uga.edu	William Whitman	10.46936/10.25585/60001079	CSP	2017	No			No		GCA_024807035.1	PRJNA834340	SAMN28058271	JANUCQ000000000		Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Environmental	Terrestrial	Unclassified	Soil	Unclassified				Isolate	Yes											Yes								Isolated from Mud																																1780593	1672	12				516167	28.99	1440879	80.92	1626	97.25	46	2.75	5	3	1		1		39	2			1318	78.83	308	18.42	215	12.86	1350	80.74			1297	77.57	544	32.54	534	31.94	576	34.45	1050	62.8	958	57.3	668	39.95	492	29.43	1134	67.82	42	2.51	323	19.32	26	1.56		1070		1126	498										98.79	.01	0	1257722	1257745	502937	Core and pangenomes of soil and plant-associated prokaryotes			Unrestricted							
2642422606	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Methanohalophilus halophilus Z-7982	DOE Joint Genome Institute  (JGI)	2642422606	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus	4935	clique		74488	Ga0073302	Genome Analysis (Isolate)	Gp0114939	Gs0114675	2015-11-24	ALLPATHS v. r46652			Yes	No	Yes	2177	2015-12-01	Z-7982	Primary				kwrighton@gmail.com; mike.wilkins@colostate.edu	Kelly Wrighton; Michael Wilkins	kwrighton@gmail.com	Kelly Wrighton	10.46936/jejc.proj.2014.48483/60005501	CSP	2015	No			No		GCA_900106905.1	PRJNA311424	SAMN04515625	FNMU00000000		Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Whole Genome Sequencing									Isolate	Yes																			Cyanobacterial mat and bottom																																2026562	2126	10				860090	42.44	1840433	90.82	2061	96.94	65	3.06	10	2	4		4		51	4			1583	74.46	478	22.48	203	9.55	1466	68.96	425	19.99	1688	79.4	743	34.95	690	32.46	727	34.2	1334	62.75	1237	58.18	824	38.76	622	29.26	1439	67.69	72	3.39	344	16.18	34	1.6		1109	353	1361	652										100	.07	1066545	1066492	1066545	1777	Microbial controls on biogeochemical cycling in deep subsurface shale carbon reservoirs	SRX2141362		Unrestricted							
