GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300010287,assembled,Ga0394157_0070405_1158_2810,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 5_19_20_110_A1 metaG",DOE Joint Genome Institute  (JGI),3300010287,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010287,assembled,Ga0394157_0219006_1_1551,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 5_19_20_110_A1 metaG",DOE Joint Genome Institute  (JGI),3300010287,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010286,assembled,Ga0394157_0308578_384_1583,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 3_6_20_6_A3 metaG",DOE Joint Genome Institute  (JGI),3300010286,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010281,assembled,Ga0394157_0321625_2_1201,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 1_4_20_6_A1 metaG",DOE Joint Genome Institute  (JGI),3300010281,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010281,assembled,Ga0394157_0380252_5_1408,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 1_4_20_6_A1 metaG",DOE Joint Genome Institute  (JGI),3300010281,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010277,assembled,Ga0394202_000038_39753_41459,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 4_13_20_68_A1 metaG",DOE Joint Genome Institute  (JGI),3300010277,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010277,assembled,Ga0394202_000055_46037_47743,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 4_13_20_68_A1 metaG",DOE Joint Genome Institute  (JGI),3300010277,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010276,assembled,Ga0394202_000060_45808_47514,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 15_59_3.3_214_A2 metaG",DOE Joint Genome Institute  (JGI),3300010276,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010273,assembled,Ga0394202_002087_4332_5993,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 7_21_20_110_A3 metaG",DOE Joint Genome Institute  (JGI),3300010273,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010273,assembled,Ga0394202_002877_648_2327,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 7_21_20_110_A3 metaG",DOE Joint Genome Institute  (JGI),3300010273,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010273,assembled,Ga0394202_023742_78_1367,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 7_21_20_110_A3 metaG",DOE Joint Genome Institute  (JGI),3300010273,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010271,assembled,Ga0394203_02556_429_2117,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 6_20_20_110_A2 metaG",DOE Joint Genome Institute  (JGI),3300010271,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010269,assembled,Ga0394203_05398_448_2199,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 13_49_3.3_201_A3 metaG",DOE Joint Genome Institute  (JGI),3300010269,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010268,assembled,Ga0394203_07099_1986_3230,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 8_30_10_142_A2 metaG",DOE Joint Genome Institute  (JGI),3300010268,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010268,assembled,Ga0394203_21093_3_1292,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 8_30_10_142_A2 metaG",DOE Joint Genome Institute  (JGI),3300010268,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010267,assembled,Ga0394209_05851_22_1398,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 12_48_3.3_201_A2 metaG",DOE Joint Genome Institute  (JGI),3300010267,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010265,assembled,Ga0394209_17374_1263_2942,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 9_31_10_142_A3 metaG",DOE Joint Genome Institute  (JGI),3300010265,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010263,assembled,Ga0394211_07654_221_1597,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 16_60_3.3_214_A3 metaG",DOE Joint Genome Institute  (JGI),3300010263,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,,Switchgrass degrading,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA"
3300010236,assembled,Ga0394215_18031_996_2708,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Schrader Bluff Formation, Alaska - SB1",Yale Center for Genome Analysis,3300010236,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,produced fluid,Terrestrial oil reservoir microbial communities from Alaska
3300010236,assembled,Ga0394674_21981_607_1923,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Schrader Bluff Formation, Alaska - SB1",Yale Center for Genome Analysis,3300010236,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,produced fluid,Terrestrial oil reservoir microbial communities from Alaska
3300009784,assembled,Ga0394676_22609_2_1591,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Embiratermes neotenicus P4 segment gut microbial communities from Petit-Saut dam, French Guiana - Emb289 P4",DOE Joint Genome Institute  (JGI),3300009784,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany"
3300009768,assembled,Ga0394677_13308_1536_3152,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC115_MetaG,DOE Joint Genome Institute  (JGI),3300009768,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009768,assembled,Ga0394678_21891_1047_2744,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC115_MetaG,DOE Joint Genome Institute  (JGI),3300009768,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009716,assembled,Ga0394872_0013947_4769_6475,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC111_MetaG,DOE Joint Genome Institute  (JGI),3300009716,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009708,assembled,Ga0394872_0021970_4674_6347,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU001_MetaG,DOE Joint Genome Institute  (JGI),3300009708,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009707,assembled,Ga0394872_0023457_2518_4182,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU002_MetaG,DOE Joint Genome Institute  (JGI),3300009707,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009648,assembled,Ga0394872_0026846_7474_9144,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC125_MetaG,DOE Joint Genome Institute  (JGI),3300009648,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300009358,assembled,Ga0394872_0094446_3184_4485,Permanent Draft,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada,Final time point T65 (2) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum DE NOVO (2),Shell Corporation,3300009358,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,Oil Sands,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada
3300009120,assembled,Ga0394872_0096264_3_1379,Permanent Draft,Freshwater sediment microbial communities,"Lake sediment microbial communities from Tanners Lake, St. Paul, MN",University of Minnesota - Twin Cities,3300009120,Environmental,Aquatic,Freshwater,Lake,Sediment,Environmental,Aquatic,Freshwater,Lake,Sediment,,lake sediment,Freshwater sediment microbial communities
3300009117,assembled,Ga0394872_0319189_516_1796,Permanent Draft,Freshwater sediment microbial communities,"River sediment microbial communities from Raisin River, Monroe, MI - enriched",University of Minnesota - Twin Cities,3300009117,Environmental,Aquatic,Freshwater,River,Sediment,Environmental,Aquatic,Freshwater,River,Sediment,,enriched sediment,Freshwater sediment microbial communities
3300009117,assembled,Ga0395499_00688_1_1611,Permanent Draft,Freshwater sediment microbial communities,"River sediment microbial communities from Raisin River, Monroe, MI - enriched",University of Minnesota - Twin Cities,3300009117,Environmental,Aquatic,Freshwater,River,Sediment,Environmental,Aquatic,Freshwater,River,Sediment,,enriched sediment,Freshwater sediment microbial communities
3300009117,assembled,Ga0395501_00877_637_2085,Permanent Draft,Freshwater sediment microbial communities,"River sediment microbial communities from Raisin River, Monroe, MI - enriched",University of Minnesota - Twin Cities,3300009117,Environmental,Aquatic,Freshwater,River,Sediment,Environmental,Aquatic,Freshwater,River,Sediment,,enriched sediment,Freshwater sediment microbial communities
3300009117,assembled,Ga0395501_01046_629_1927,Permanent Draft,Freshwater sediment microbial communities,"River sediment microbial communities from Raisin River, Monroe, MI - enriched",University of Minnesota - Twin Cities,3300009117,Environmental,Aquatic,Freshwater,River,Sediment,Environmental,Aquatic,Freshwater,River,Sediment,,enriched sediment,Freshwater sediment microbial communities
3300008940,assembled,Ga0395503_00106_3495_5174,Permanent Draft,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada,Final time point T34 (2) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum DE NOVO (2),Shell Corporation,3300008940,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,Oil Sands,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada
3300006997,assembled,Ga0395503_00243_2331_3905,Permanent Draft,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada,Final time point T34 (2) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum,Shell Corporation,3300006997,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,Oil Sands,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada
3300006895,assembled,Ga0395504_00156_2340_4019,Permanent Draft,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada,Final time point T65 (2) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum,Shell Corporation,3300006895,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,,Oil Sands,Methanogenic Incubations using Athabaskan Oil Sands from Alberta Canada
3300006795,assembled,Ga0395504_00220_220_1899,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA - NGEE PermafrostAB12-B",DOE Joint Genome Institute  (JGI),3300006795,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Arctic peat soil,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA"
3300006483,assembled,Ga0395526_000448_3626_5296,Permanent Draft,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada","Microbial communities from pig manure storage tank from Sherbrooke, QC, Canada, enriched culture C4",Agriculture and Agri-Food Canada,3300006483,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,,Manure,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada"
3300006483,assembled,Ga0395526_001850_7148_8800,Permanent Draft,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada","Microbial communities from pig manure storage tank from Sherbrooke, QC, Canada, enriched culture C4",Agriculture and Agri-Food Canada,3300006483,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,,Manure,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada"
3300006482,assembled,Ga0395527_004908_1611_3266,Permanent Draft,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada","Microbial communities from pig manure storage tank from Sherbrooke, QC, Canada, enriched culture C10",Agriculture and Agri-Food Canada,3300006482,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,Engineered,Solid waste,Animal waste,Unclassified,Unclassified,,Manure,"Microbial communities from manure storage tank from Sherbrooke, QC, Canada"
3300006226,assembled,Ga0395527_019536_1694_2953,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Microcerotermes parvus P3 segment gut microbial communities from Pointe-Noire, Republic of the Congo - Th196 P3",DOE Joint Genome Institute  (JGI),3300006226,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany"
3300006094,assembled,Ga0395527_052832_132_1751,Permanent Draft,"Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation","Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation - Bahia-well BA- 1",,3300006094,Environmental,Terrestrial,Oil reservoir,Oil,Unclassified,Environmental,Terrestrial,Oil reservoir,Oil,Unclassified,,Petroleum reservoir,"Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation"
3300006094,assembled,Ga0395527_063721_227_1705,Permanent Draft,"Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation","Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation - Bahia-well BA- 1",,3300006094,Environmental,Terrestrial,Oil reservoir,Oil,Unclassified,Environmental,Terrestrial,Oil reservoir,Oil,Unclassified,,Petroleum reservoir,"Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation"
3300006065,assembled,Ga0395527_128151_2_1255,Permanent Draft,Mini-Metagenome - Microbial communities from the Yellowstone National Park,"Hotspring Microbial Communities from Lower Geyser Basin, Spring Unknown 43 (Mound Spring), Yellowstone National Park, Wyoming, USA - Sample 3, Mini-Metagenomics",Stanford University,3300006065,Environmental,Aquatic,Thermal springs,Near-boiling (>90C),Alkaline,Environmental,Aquatic,Thermal springs,Near-boiling (>90C),Alkaline,,hotspring,Mini-Metagenome - Microbial communities from the Yellowstone National Park
3300006064,assembled,Ga0395528_000969_8002_9672,Permanent Draft,"Biogas reactor microbial communities from Swedish University of Agricultural Sciences, Alnarp, Sweden, and As, Norway that are enriched on cellulose","Biogas reactor microbial communities from As, Norway - D1BOC_Hiseq_PacBio7C99_UnincorpCap3",Genomics Core Facility (Oslo University Hospital and University of Oslo),3300006064,Engineered,Bioreactor,Anaerobic,Biogas,Unclassified,Engineered,Bioreactor,Anaerobic,Biogas,Unclassified,,Biogas reactor,"Biogas reactor microbial communities from Swedish University of Agricultural Sciences, Alnarp, Sweden, and As, Norway that are enriched on cellulose"
3300006045,assembled,Ga0395528_003160_5609_7261,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Neocapritermes taracua P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Nt197 P3",DOE Joint Genome Institute  (JGI),3300006045,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany"
3300006045,assembled,Ga0395528_004092_2756_4411,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Neocapritermes taracua P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Nt197 P3",DOE Joint Genome Institute  (JGI),3300006045,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany"
3300005405,assembled,Ga0395528_012506_149_1870,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05",DOE Joint Genome Institute  (JGI),3300005405,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300005405,assembled,Ga0395582_05480_1135_2841,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05",DOE Joint Genome Institute  (JGI),3300005405,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300005405,assembled,Ga0395582_17001_3012_4691,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05",DOE Joint Genome Institute  (JGI),3300005405,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300005405,assembled,Ga0395582_21384_4099_5760,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05",DOE Joint Genome Institute  (JGI),3300005405,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300005323,assembled,Ga0395624_009365_4327_6003,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-23",DOE Joint Genome Institute  (JGI),3300005323,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300005263,assembled,Ga0395626_0001590_3889_5565,Permanent Draft,"Freshwater pond sediment microbial communities from Middleton WI, enriched by Humic Acid and/or Glucose under anaerobic conditions","Freshwater pond sediment microbial communities from Middleton WI, enriched with Humic Acid Only under anaerobic conditions - HA Sample 3","University of Wisconsin, Madison",3300005263,Environmental,Aquatic,Freshwater,Sediment,Unclassified,Environmental,Aquatic,Freshwater,Sediment,Unclassified,,Anaerobic Enrichment Culture,"Freshwater pond sediment microbial communities from Middleton WI, enriched by Humic Acid and/or Glucose under anaerobic conditions"
3300005201,assembled,Ga0395626_0012067_508_2187,Permanent Draft,Termite gut microbial communities from Australia,"Microcerotermes gut microbial communities from Indooroopilly, Australia - IN01 metagenome",University of Queensland,3300005201,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,Termite gut microbial communities from Australia
3300005079,assembled,Ga0395627_0004830_3941_5548,Permanent Draft,Termite gut microbial communities from Australia,"Mastotermes darwiniensis gut microbial communities from Townsville, Australia - TV02",University of Queensland,3300005079,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Mastotermes gut,Termite gut microbial communities from Australia
3300004628,assembled,Ga0395627_0006266_3382_4833,Permanent Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (version 1)",DOE Joint Genome Institute  (JGI),3300004628,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Bioreactor,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA"
